dep-left-nsubjpass-deps,dep-left-:-tags,dep-left-jjr-tags,dep-right-nnps-tags,concatenated-types,dep-right-advmod-deps,dep-right-appos-deps,dep-left-conj-deps,dep-right-punct-deps,dep-right-nsubjpass-deps,dep-right-dobj-deps,dep-right-advcl-deps,dep-right-rb-tags,dep-right-nn-tags,head-tag,dep-left-dist,dep-left-acomp-deps,dep-right-csubj-deps,dep-left-nnps-tags,dep-right-vbg-tags,dep-left-csubj-deps,dep-left-jjs-tags,dep-left-dative-deps,dep-left-attr-deps,dep-left-advmod-deps,dep-right-vbd-tags,dep-right-:-tags,dep-right-pobj-deps,dep-right-vbn-tags,dep-left-pobj-deps,"dep-left-,-tags",dep-left-poss-deps,dep-left-nsubj-deps,dep-left-prep-deps,dep-left-relcl-deps,dep-right-''-tags,dep-left-ccomp-deps,dep-right-dep-deps,dep-left-punct-deps,dep-left-vbz-tags,ent1-dep,dep-right-vb-tags,dep-left-npadvmod-deps,dep-right-vbz-tags,dep-dist,dep-right-ccomp-deps,dep-left-jj-tags,dep-right-parataxis-deps,dep-right-oprd-deps,"dep-right-,-tags",dep-left-prp-tags,dep-right-md-tags,dep-left-pcomp-deps,dep-right-jj-tags,dep-right-dt-tags,dep-right-agent-deps,ent2-dep,dep-right-xcomp-deps,dep-right-dist,dep-right-npadvmod-deps,dep-left-rb-tags,dep-left-nn-tags,ent2-type,dep-left-det-deps,dep-left-dep-deps,dep-right-nnp-tags,id,dep-left-vbp-tags,dep-right-``-tags,dep-left-vbn-tags,dep-right-pcomp-deps,dep-left-vbg-tags,dep-right-acomp-deps,dep-right-jjs-tags,dep-right-relcl-deps,dep-left-compound-deps,dep-right-poss-deps,dep-left-parataxis-deps,dep-right-in-tags,dep-right-acl-deps,dep-right-nns-tags,dep-right-cd-tags,dep-left-advcl-deps,dep-left-cd-tags,label,dep-left-``-tags,dep-right-attr-deps,dep-right-conj-deps,dep-left-dt-tags,dep-left-xcomp-deps,dep-left-nns-tags,dep-right-nsubj-deps,dep-left-in-tags,dep-left-intj-deps,dep-right-prep-deps,dep-left-oprd-deps,dep-left-amod-deps,dep-left-appos-deps,ent1,dep-right-det-deps,dep-left-vbd-tags,dep-right-nummod-deps,ent2,dep-left-dobj-deps,dep-right-nmod-deps,dep-left-vb-tags,dep-right-compound-deps,dep-right-vbp-tags,dep-left-nnp-tags,sent,dep-left-acl-deps,ent1-type,dep-right-intj-deps,dep-left-agent-deps,dep-left-md-tags,dep-left-nmod-deps
,,,,ORGNORP,,,,,,,1,,1,VERB,8,,,,,,,,,,1,,2,,3,,,,3,,,1,,,,pobj,,,,14,,,,,,,,,,,,compound,,5,,,2,NORP,,,1,36,,,1,,,,,,1,,,2,,,,,,NON,,,,,,1,,3,,2,,,,the University of Virginia,,,,Contra,,,,,,1,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,ORG,,,,
,,,,ORGGPE,,,,,,,,,,VERB,7,,,,,,,,,,,,,1,3,,,,3,,,,,,,nsubj,,,,10,1,,,,,,,,,,,pobj,,2,,,1,GPE,,,1,36,,,,,,,,,,,,,,,,1,,NON,,,,,,,1,3,,,,,,Congress,,1,,Charlottesville,,,,,,2,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,ORG,,,,
,,,,GPENORP,,,,,,,1,,1,VERB,8,,,,,,,,,,1,,3,,3,,,,3,,,1,,,,pobj,,,,16,,,,,,,,,,,,compound,,7,,,2,NORP,,,2,36,,,1,,,,,,1,,,3,,,,,,NON,,,,,,1,,3,,3,,,,Charlottesville,,,,Contra,,,,,,1,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,GPE,,,,
,,,,DATEORG,,,,,,,1,,,VERB,2,,,,,,,,,,1,,,,,,,1,,,,1,,,,npadvmod,,,,5,,,,,,,,,,,,nsubj,,2,1,,,ORG,,,1,36,,,1,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Dec. 16,,,,Congress,,,,,,1,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,DATE,,,,
,,,,ORGLOC,,,,,,,,,,VERB,3,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,5,,,,,,,,,,,,pobj,,1,,,1,LOC,,,1,36,,,,,,,,,,,,,,,,,,NON,,,,,,,1,1,,,,,,Congress,,,,Central America,1,,,,,1,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,ORG,,,,
,,,,ORGNORP,,,,,,,,,,VERB,7,,,,,,,,,,,,,,3,,,,3,,,,,,,nsubj,,,,9,,,,,,,,,,,,compound,,1,,,2,NORP,,,1,36,,,,,,,,,1,,,,,,,,,NON,,,,,,1,1,3,,,,,,Congress,,,,Contra,,,,,,1,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,ORG,,,,
,,,1,ORGGPE,,,,,,,,1,,AUX,3,,,,,,,,,,,,2,,1,,,,1,,,,,,,pobj,,,,8,,,,,,,,,,1,,pobj,,4,,,,GPE,,,,37,,,,,,,,,,,,1,,,,,,NON,,,,,,1,,1,,2,,,1,Contras,,,,Iran,,,,,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,ORG,,,,
,,,,PERSONORG,,1,,,,,,,1,AUX,4,,,1,,,,,,,,,1,1,2,,,,2,,,,,,,poss,,,,11,,,,,,,,,,,,pobj,,6,,1,,ORG,,,1,37,,,,,,,,1,,1,,1,,2,,,,NON,,,1,1,,,,1,,1,,,,Reagan,,,,Contras,,,,,,,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,PERSON,,,,
,,,1,ORGGPE,,,1,,,,,1,,AUX,4,,,,,,,,,,,,2,,,,,,,1,,,,,,pobj,,,,9,,,,,,,,,,1,,dobj,,4,,,,GPE,,,,37,,,1,,,,,,,,,1,,,,,,NON,,,,,,2,,,,2,,,1,Contras,,,,America,1,,,,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,ORG,,,,
,,,,PERSONGPE,,,,,,,,,1,NOUN,2,,,,,,,,,,,,1,1,1,,,,1,,,,,,,poss,,,,8,,,,,,,,,,,,pobj,,5,,,,GPE,,,1,37,,,,,,,,1,,1,,1,,1,,,,NON,,,1,,,,,1,,1,,,,Reagan,,,,Iran,,,,,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,PERSON,,,,
,,,,GPEGPE,,,1,,,,,,,NOUN,3,,,,,,,,,,,,1,,,,,,,1,,,,,,pobj,,,,6,,,,,,,,,,,,dobj,,2,,,,GPE,,,1,37,,,1,,,,,,,,,1,,,,,,NON,,,,,,1,,,,1,,,,Iran,,,,America,1,,,,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,GPE,,,,
,,,,GPEGPE,,,,,,1,,,,NOUN,2,,,,,,,,,,,,,1,1,,,,1,,,,,,,dobj,,,,6,,,,,,,,,,,,pobj,,3,,,,GPE,,,1,37,,,,,,,,1,,,,,,1,,,,NON,,,1,,,,,1,,,,,,America,,,,Iran,,,,,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,GPE,,,,
,,,,PERSONGPE,,,,,,,,,1,VERB,1,,,,,,,,,,,,1,,,,,,,,,,,,,poss,,,,5,,,,,,,,,,,,dobj,,3,,,,GPE,,,1,37,,,,,,,,,,1,,1,,,,,,LIV,,,,,,,,,,1,,,,Reagan,,,,America,1,,,,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,VERB,1,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,3,,,,,,,,,,,,dobj,,1,,,,ORG,,,1,46,,,,,,,,,,,,,,,,,,NON,,,,,,,1,,,,,,,W. Dale Nelson,,,,the White House,1,,,,,1,W. Dale Nelson covers the White House for The Associated Press .,,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,VERB,2,,,,,,,,,,,,,,1,,,,1,,,,,,,nsubj,,,,4,,,,,,,,,,,,pobj,,1,,,,ORG,,,1,46,,,,,,,,,,,,,,,,,,WRK,,,,,,,1,1,,,,,,W. Dale Nelson,,,,The Associated Press,,,,,,1,W. Dale Nelson covers the White House for The Associated Press .,,PERSON,,,,
,,,,ORGORG,,,,,,1,,,,VERB,2,,,,,,,,,,,,,,1,,,,1,,,,,,,dobj,,,,4,,,,,,,,,,,,pobj,,1,,,,ORG,,,1,46,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,the White House,,,,The Associated Press,,,,,,1,W. Dale Nelson covers the White House for The Associated Press .,,ORG,,,,
,,,,ORGORG,,,,,,,,,,VERB,1,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,4,,,,,,,,,,,,dobj,,2,,,,ORG,,,1,46,,,,,,,,,,,,1,,,,,,NON,,,,,,,,,,1,,,,The Associated Press,,,,the White House,1,,,,,1,W. Dale Nelson covers the White House for The Associated Press .,,ORG,,,,
,,,,PERSONGPE,,,,,,1,,,1,NOUN,1,,,,,,,,,,1,,,,,,,,,,,,,,,poss,,,,5,,,,,,,,,,,,compound,,3,,,,GPE,,,1,50,,,,,,,,1,1,1,,,,,,,,NON,,,,,,,,,,,,,,Nixon,,,,Texas,,,,,,1,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,PERSON,,,,
,,,,GPEGPE,,,,,1,,,,1,VERB,5,,,,,,,,,,,,,,2,,,,2,,,,,,,compound,,,,8,,,,,,,,,,,,compound,,2,,,2,GPE,,,1,50,,,,,,,,,1,,,,,,,,,NON,,,,,,,,2,,,,,,Texas,,,,U.S.,,,,1,,1,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,GPE,,,,
1,,,,GPEGPE,,,,,,,,,2,VERB,2,,,,,,,,,,,,2,,,,,,,,,,,,,compound,,,,8,,,,,,,,,,,,compound,,5,,,1,GPE,,,1,50,,,,,,,,,1,,,2,,,,,,NON,,,,,,,,,,2,,,,U.S.,,,,Texas,,,,1,,1,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,GPE,,,,
,,,,PERSONGPE,,,,,1,1,,,2,VERB,5,,,,,,,,,,1,,,,2,,,,2,,,,,,,poss,,,,10,,,,,,,,,,,,compound,,4,,,2,GPE,,,1,50,,,,,,,,1,1,1,,,,,,,,LIV,,,,,,,,2,,,,,,Nixon,,,,U.S.,,,,,,1,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,1,,,,,,,,,,,compound,,,,3,,,,,,,,,,,,pobj,,1,,,,ORG,,,1,52,,,,,,,,,,,,,,,,,,WRK,,,,,,,,,,,,,,Ralph K.,,,,U.S. Circuit Court of Appeals,,,,1,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,2,,,,1,,,,,,,compound,,,,5,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Ralph K.,,,,New York City,,,,1,,2,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,PERSONPERSON,,,1,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,,,,,,,,compound,,,,4,,,,,,,,,,,,conj,,1,,,,PERSON,,,1,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Ralph K.,,,,Kenneth Starr,,,,1,,2,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,PROPN,1,,,,,,,,,,,,1,,,,,,,,,,,,,conj,,,,4,,,,,,,,,,,,compound,,2,,,,PERSON,,,2,52,,,,,,,,,1,,,,,,,,,NON,,,1,,,,,,,,,,,Kenneth Starr,,,,Ralph K.,,,,,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,PERSONORG,,,1,,,,,,,PROPN,4,,,,,,,,,,,,,,2,,,,1,,,,,,,compound,,,,6,,,,,,,,,,,,pobj,,1,,,,ORG,,,1,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Ralph K.,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,1,,3,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,DATEORG,,,,,,,,,,PROPN,1,,,,,,,,,,,,,,1,,,,,,,,,,,attr,,,,2,,,,,,,,,,,,pobj,,0,,,,ORG,,,,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,,,,,,,Winter of the 2nd,,,,U.S. Circuit Court of Appeals,,,,,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,DATE,,,,
,,,,DATEORG,,,1,,,,,,,PROPN,4,,,,,,,,,,,,,,2,,,,1,,,,,,,attr,,,,5,,,,,,,,,,,,pobj,,0,,,,ORG,,,,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Winter of the 2nd,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,3,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,DATE,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,3,,,,,,,,,,,,pobj,,0,,,,GPE,,,,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,U.S. Circuit Court of Appeals,,,,New York City,,,,,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,ORG,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,0,,,,,,,,,,,,,,,,,,,,,,,,,conj,,,,2,,,,,,,,,,,,pobj,,1,,,,ORG,,,1,52,,,,,,,,,,,,,,,,,,WRK,,,1,,,,,,,,,,,Kenneth Starr,,,,U.S. Circuit Court of Appeals,,,,,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,ORGORG,,,1,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,pobj,,,,4,,,,,,,,,,,,pobj,,0,,,,ORG,,,,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,U.S. Circuit Court of Appeals,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,2,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,ORG,,,,
,,,,ORGORG,,,,,,,,,,PROPN,0,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,4,,,,,,,,,,,,pobj,,3,,,,ORG,,,2,52,,,,,,,,,,,,1,,,,,,NON,,,1,,,,,,,1,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,U.S. Circuit Court of Appeals,,,,,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,ORG,,,,
,,,,PERSONGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,conj,,,,4,,,,,,,,,,,,pobj,,1,,,,GPE,,,1,52,,,,,,,,,,,,,,,,,,NON,,,1,,,,,1,,,,,,Kenneth Starr,,,,New York City,,,,,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,ORGGPE,,,,,,,,,,PROPN,2,,,,,,,,,,,,1,,1,,,,1,,,,,,,pobj,,,,6,,,,,,,,,,,,pobj,,3,,,,GPE,,,2,52,,,,,,,,,,,,1,,,,,,NON,,,1,,,,,1,,1,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,New York City,,,,,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,ORG,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,1,,,,1,,,,,,,conj,,,,3,,,,,,,,,,,,pobj,,0,,,,ORG,,,,52,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,,Kenneth Starr,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,1,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,PROPN,2,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,3,,,,,,,,,,,,nmod,,0,,,1,ORG,,,,56,,,,,,,,,,,,,,,,,,WRK,,,,,,,,,,,,,1,Wright,,,,University of Texas,,,,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,PERSON,,,,1
,,,,PERSONPERSON,,,,,,,,,,VERB,5,,,,,,,,,,,,,,2,,1,,2,,,,,,,nsubj,,,,7,,,,,,,,,,,,poss,,1,,,,PERSON,,,1,56,,,,,,,,,,,,,,,,,1,NON,,,,,,1,1,2,,,,,,Wright,,,,Nixon,,,,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,VERB,1,,,,,,,,,,,,2,,,,,1,,,,,,,,poss,,,,7,,,,,,,,,,,,nsubj,,5,,,,PERSON,,,1,56,,,,,,,,,,1,,2,,1,1,,,NON,,,,,,,,,,2,,,,Nixon,,,,Wright,,,,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,VERB,4,,,,,,,,,,,,,,,,,,,,,,,,,nsubj,,,,6,,,,,,,,,,,,compound,,1,,,,ORG,,,1,56,,,,,1,,,,1,,,,,,,1,,NON,,,,,1,1,1,,,,,,,Wright,,,,White House,1,,1,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,PERSON,,,,
,,,,PERSONORG,,,,,,,,,,VERB,3,,,,,,,,,,,,2,,,,,1,,,,,,,,poss,,,,9,,,,,,,,,,,,nmod,,5,,,1,ORG,,,1,56,,,,,,,,,,1,,2,,1,1,,,NON,,,,,,,,,,2,,,1,Nixon,,,,University of Texas,,,,,,2,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,PERSON,,,,1
,,,,DATEORG,,,,,,,,,,VERB,3,,,,,,,,,,,,1,,,,,1,,,,,,,,pobj,,,,6,,,,,,,,,,,,nmod,,2,,,1,ORG,,,,56,,,,,,,,,,,,1,,,1,,,NON,,,,,,,,,,1,,,1,1973,,,,University of Texas,,,,,,2,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,DATE,,,,1
,,,,DATEORG,,,,,,,,,,VERB,3,,,,,,,,,,,,1,,,,,1,,,,,,,,conj,,,,7,,,,,,,,,,,,nmod,,3,,,1,ORG,,,,56,,,,,,,,,,,,1,,,2,,,NON,,,1,,,,,,,1,,,1,1974,,,,University of Texas,,,,,,2,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,DATE,,,,1
,,,,ORGORG,,1,,,,,,,1,VERB,4,,,,,,,,,,,,,,,,,,,,,,,,,nmod,,,,8,,,,,,,,,,,,compound,,3,,,,ORG,,,2,56,,,,,1,,,,1,,,,,,,1,,NON,,,,,1,1,1,,,,,,,University of Texas,,,,White House,1,1,1,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,ORG,,,,
,,,,ORGORG,,,,,,1,1,,,VERB,3,,,,1,,,,,,,,,,,,,1,,,,,,,,compound,1,,,8,,,,,,,,,,,,nmod,1,4,,,1,ORG,,,1,56,,,,,,,,,,,,,,1,,,,NON,,,,,,,,,,,,,1,White House,,,,University of Texas,,,,1,,2,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,ORG,,,,1
,,,,PERSONORG,,,,,,,,,,VERB,4,,,,,,,,,,,,2,,,,,,,,,,,,,poss,,,,10,,,,,,,,,,,,compound,,5,,,,ORG,,,1,56,,,,,1,,,,1,1,,2,,1,1,1,,NON,,,,,1,1,,,,2,,,,Nixon,,,,White House,1,,1,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,PERSON,,,,
,,,,DATEORG,,,,,,,,,,VERB,4,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,7,,,,,,,,,,,,compound,,2,,,,ORG,,,,56,,,,,1,,,,1,,,1,,,1,1,,NON,,,,,1,1,,,,1,,,,1973,,,,White House,1,,1,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,DATE,,,,
,,,,DATEORG,,,,,,,,,,VERB,4,,,,,,,,,,,,1,,,,,,,,,,,,,conj,,,,8,,,,,,,,,,,,compound,,3,,,,ORG,,,,56,,,,,1,,,,1,,,1,,,2,1,,NON,,,1,,1,1,,,,1,,,,1974,,,,White House,1,,1,,,1,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,DATE,,,,
,,,,DATEORG,,,,,,,,,,NOUN,2,,,,,,,,,,,,,,,,,,,,,,,,,nsubjpass,,,,3,,,,,,,,,,,,compound,,0,,,1,ORG,,,,59,,,,,,,,,1,,,,,,,,,WRK,,,,,,,,,,,,,1,Winter,,,,Yale University,,,,,,1,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,DATE,,,,
,,,,DATEORG,,1,,,,,,,,NOUN,2,,,,,,,,,,,,,,,,,,,,,,,,,appos,,,,4,,,,,,,,,,,,compound,,1,,,1,ORG,,,,59,,,,,,,,,1,,,,,,1,,,NON,,,,,,,,,,,,,1,53,,,,Yale University,,,,,,1,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,DATE,,,,
,,,,DATEORG,,,,,,,,,,NOUN,1,,,,,,,,,,1,,1,,,,,,,,,,,,,pobj,,,,5,,,,,,,,,,,,compound,,3,,,,ORG,,,,59,,,,,,,,1,1,,,1,,,1,,,NON,,,,,,,,,,1,,,,1982,,,,Yale University,,,,,,1,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,DATE,,,,
,,,,PERSONORG,,,,,,,,,,NOUN,2,,,,,,,,,,,,,,,,,,,,,,,,,conj,,,,4,,,,,,,,,,,,compound,,1,,,1,ORG,,,1,59,,,,,,,,,1,,,,,,,,,NON,,,1,,,,,,,,,,1,Starr,,,,Yale University,,,,,,1,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,PERSON,,,,
,,,,PERSONORG,,1,,,,,,,1,NOUN,2,,,,,,,,,,,,1,,,,,,,,,,,,,pobj,,,,7,,,,,,,,,,,,compound,,4,,,1,ORG,,,2,59,,,,,,,,,1,,,1,,,,,,NON,,,1,,,,,,,1,,,1,Reagan,,,,Yale University,,,,,,1,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,PERSON,,,,
,,,,PERSONPERSON,,,,,,,,,,PROPN,3,,,,,,,,,,,,,,1,,,,1,,,,,,,conj,,,,4,,,,,,,,,,,,pobj,,0,,,1,PERSON,,,,59,,,,,,,,,,,,,,,,,,NON,,,,,,,,1,,,,,1,Starr,,,,Reagan,,,,,,1,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,PERSON,,,,
