dep-left-xcomp-deps,dep-right-vbp-tags,dep-left-md-tags,dep-right-jjs-tags,dep-left-conj-deps,ent2,dep-right-vb-tags,dep-left-vb-tags,dep-left-dep-deps,dep-left-relcl-deps,dep-left-cd-tags,ent1-type,dep-left-det-deps,dep-right-vbz-tags,dep-left-vbd-tags,dep-left-parataxis-deps,label,dep-right-punct-deps,dep-left-npadvmod-deps,dep-left-compound-deps,dep-right-agent-deps,dep-right-intj-deps,dep-left-pobj-deps,dep-dist,head-tag,dep-left-dist,dep-left-vbg-tags,ent1-dep,dep-right-rb-tags,dep-left-nsubjpass-deps,dep-left-``-tags,dep-right-appos-deps,dep-right-npadvmod-deps,dep-right-oprd-deps,dep-right-xcomp-deps,dep-right-nns-tags,dep-right-''-tags,dep-right-vbg-tags,dep-right-nmod-deps,dep-right-nnp-tags,dep-left-dt-tags,dep-right-det-deps,dep-left-acl-deps,dep-right-prep-deps,dep-right-conj-deps,dep-left-vbn-tags,dep-right-nsubjpass-deps,dep-right-poss-deps,dep-right-advmod-deps,dep-right-advcl-deps,dep-left-jjs-tags,dep-left-poss-deps,dep-left-nnps-tags,dep-left-pcomp-deps,dep-right-md-tags,dep-left-nnp-tags,dep-right-cd-tags,dep-right-dt-tags,sent,dep-right-in-tags,dep-left-attr-deps,dep-left-advcl-deps,dep-left-jj-tags,dep-left-amod-deps,dep-left-nsubj-deps,dep-right-acomp-deps,ent2-type,dep-left-:-tags,dep-right-ccomp-deps,dep-right-dep-deps,dep-left-vbz-tags,dep-left-prp-tags,dep-right-attr-deps,dep-right-jj-tags,dep-right-nn-tags,dep-right-vbd-tags,dep-left-dative-deps,concatenated-types,dep-left-csubj-deps,dep-left-rb-tags,dep-left-acomp-deps,"dep-left-,-tags",dep-right-dobj-deps,dep-left-dobj-deps,dep-left-intj-deps,dep-left-appos-deps,dep-right-nummod-deps,dep-right-relcl-deps,dep-right-nnps-tags,dep-right-pobj-deps,dep-left-ccomp-deps,dep-left-vbp-tags,ent1,dep-left-in-tags,"dep-right-,-tags",dep-left-jjr-tags,dep-left-prep-deps,dep-right-vbn-tags,dep-right-:-tags,dep-right-parataxis-deps,ent2-dep,dep-left-agent-deps,dep-right-dist,dep-right-csubj-deps,dep-right-``-tags,dep-right-nsubj-deps,dep-left-oprd-deps,dep-left-advmod-deps,dep-right-pcomp-deps,dep-left-nmod-deps,id,dep-left-nn-tags,dep-left-nns-tags,dep-right-compound-deps,dep-right-acl-deps,dep-left-punct-deps
,,,,,Contra,,,,,,ORG,,,,,NON,,,1,,,3,14,VERB,8,,pobj,,,,,,,,,,,,1,,,,2,,1,,,,1,,,,,,1,,,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",2,,,,,,,NORP,,,,,,,,1,1,,ORGNORP,,,,,,,,,,,,2,1,,the University of Virginia,3,,,3,,,,compound,,5,,,,,,,,36,2,1,,,
,,,,,Charlottesville,,,,,,ORG,,,1,,NON,,,,,,3,10,VERB,7,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,,1,,,,,GPE,,1,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,Congress,3,,,3,1,,,pobj,,2,,,1,,,,,36,1,,,,
,,,,,Contra,,,,,,GPE,,,,,NON,,,1,,,3,16,VERB,8,,pobj,,,,,,,,,,,,2,,,,3,,1,,,,1,,,,,,1,,,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",3,,,,,,,NORP,,,,,,,,1,1,,GPENORP,,,,,,,,,,,,3,1,,Charlottesville,3,,,3,,,,compound,,7,,,,,,,,36,2,1,,,
,,,,,Congress,,,,,,DATE,,,,,NON,,,,,,,5,VERB,2,,npadvmod,,,,,1,,,,,,,1,,,,,,1,,,,1,,,,,,1,,,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,,,,,1,,ORG,,,,,,,,,1,,DATEORG,,,,,,,,,,,,,1,,Dec. 16,,,,,,,,nsubj,,2,,,,,,,,36,,,,,
,,,,,Central America,,,,,,ORG,,,,,NON,,,,,,1,5,VERB,3,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,,,,,,,LOC,,,,,,,,,,,ORGLOC,,,,,,1,,,,,,,,,Congress,1,,,1,,,,pobj,,1,,,1,,,,,36,1,,,,
,,,,,Contra,,,,,,ORG,,,,,NON,,,1,,,3,9,VERB,7,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Nor did he argue , as he did in a speech at the University of Virginia in Charlottesville Dec. 16 , that Congress had perpetuated a dangerous situation in Central America by its ` ` on-again , off-again indecisiveness ' ' on his program of aid to the anti-communist Contra rebels .",,,,,,,,NORP,,,,,,,,,,,ORGNORP,,,,,,,,,,,,,,,Congress,3,,,3,,,,compound,,1,,,1,,,,,36,2,1,,,
,,,,,Iran,,,,,,ORG,,,,,NON,,,,,,1,8,AUX,3,,pobj,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",1,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,1,,,1,2,,,Contras,1,,,1,,,,pobj,,4,,,,,,,,37,,1,,,
,,,,,Contras,,,,,,PERSON,,,,,NON,,,,,,2,11,AUX,4,,poss,,,,1,,,,2,,,,1,1,,,1,1,,,1,,,,,1,,,,,,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",1,,,,,,,ORG,,,,,,,,1,,,PERSONORG,,1,,,,,,,,1,,1,,,Reagan,1,,,2,1,,,pobj,,6,,,,,,,,37,,,,,
,,,,1,America,,,,1,,ORG,,,,,NON,,,,,,,9,AUX,4,,pobj,1,,,,,,,,,,,,,,,2,,1,,,,,,,,,,1,,1,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",1,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,1,,1,,,1,2,,,Contras,,,,,,,,dobj,,4,,,,,,,,37,,2,,,
,,,,,Iran,,,,,,PERSON,,,,,NON,,,,,,1,8,NOUN,2,,poss,,,,,,,,1,,,,1,,,,1,1,,,1,,,,,,,,1,,,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",1,,,,,,,GPE,,,,,,,,1,,,PERSONGPE,,,,,,,,,,1,,1,,,Reagan,1,,,1,1,,,pobj,,5,,,,,,,,37,,,,,
,,,,1,America,,,,1,,GPE,,,,,NON,,,,,,,6,NOUN,3,,pobj,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",1,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,,1,,,,,,1,,,Iran,,,,,,,,dobj,,2,,,,,,,,37,,1,,,
,,,,,Iran,,,,,,GPE,,,,,NON,,,,,,1,6,NOUN,2,,dobj,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,,,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",,,,,,,,GPE,,,,,,,,,,,GPEGPE,,,,,1,,,,,1,,,,,America,1,,,1,1,,,pobj,,3,,,,,,,,37,,,,,
,,,,,America,,,,,,PERSON,,,,,LIV,,,,,,,5,VERB,1,,poss,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,"There was no mention at all of the Contras , the arms sales to Iran or the enormous trade deficits that during Reagan 's tenure have turned America into the world 's biggest debtor nation .",1,,,,,,,GPE,,,,,,,,1,,,PERSONGPE,,,,,,1,,,,,,1,,,Reagan,,,,,,,,dobj,,3,,,,,,,,37,,,,,
,,,,,the White House,,,,,,PERSON,,,,,NON,,,,,,,3,VERB,1,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,W. Dale Nelson covers the White House for The Associated Press .,,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,1,,,,,,,,,W. Dale Nelson,,,,,,,,dobj,,1,,,1,,,,,46,,,,,
,,,,,The Associated Press,,,,,,PERSON,,,,,WRK,,,,,,1,4,VERB,2,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,W. Dale Nelson covers the White House for The Associated Press .,,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,W. Dale Nelson,1,,,1,,,,pobj,,1,,,1,,,,,46,,,,,
,,,,,The Associated Press,,,,,,ORG,,,,,NON,,,,,,1,4,VERB,2,,dobj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,W. Dale Nelson covers the White House for The Associated Press .,,,,,,,,ORG,,,,,,,,,,,ORGORG,,,,,1,,,,,,,,,,the White House,1,,,1,,,,pobj,,1,,,,,,,,46,,,,,
,,,,,the White House,,,,,,ORG,,,,,NON,,,,,,,4,VERB,1,,pobj,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,W. Dale Nelson covers the White House for The Associated Press .,1,,,,,,,ORG,,,,,,,,,,,ORGORG,,,,,,1,,,,,,1,,,The Associated Press,,,,,,,,dobj,,2,,,,,,,,46,,,,,
,,,,,Texas,,,,,,PERSON,,,,,NON,,,1,,,,5,NOUN,1,,poss,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,,,,,,,GPE,,,,,,,,1,1,,PERSONGPE,,,,,1,,,,,1,,,,,Nixon,,,,,,,,compound,,3,,,,,,,,50,,,,,
,,,,,U.S.,,,,,,GPE,,,,,NON,,,1,,,2,8,VERB,5,,compound,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,,,,,,,GPE,,,,,,,,1,,,GPEGPE,,,,,,,,,,,,,,,Texas,2,,,2,,,,compound,,2,,,,,,,,50,2,,1,,
,,,,,Texas,,,,,,GPE,,,,,NON,,,1,,,,8,VERB,2,,compound,,1,,,,,,,,,,1,,,,2,,,,,,,,,,,,1,,,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,2,,,,,,,GPE,,,,,,,,2,,,GPEGPE,,,,,,,,,,,,2,,,U.S.,,,,,,,,compound,,5,,,,,,,,50,1,,1,,
,,,,,U.S.,,,,,,PERSON,,,,,LIV,,,1,,,2,10,VERB,5,,poss,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,,,A Texas professor who helped mount President Nixon 's unsuccessful attempt to resist a key Watergate subpoena is being considered for the post of U.S. solicitor .,,,,,,,,GPE,,,,,,,,2,1,,PERSONGPE,,,,,1,,,,,1,,,,,Nixon,2,,,2,,,,compound,,4,,,,,,,,50,2,,,,
,,,,,U.S. Circuit Court of Appeals,,,,,,PERSON,,,,,WRK,,,,,,1,3,PROPN,1,,compound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Ralph K.,,,,,,,,pobj,,1,,,,,,,,52,,,1,,
,,,,,New York City,,,,,,PERSON,,,,,NON,,,,,,2,5,PROPN,3,,compound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Ralph K.,1,,,1,,,,pobj,,1,,,,,,,,52,,,1,,
,,,,1,Kenneth Starr,,,,,,PERSON,,,,,NON,,,,,,1,4,PROPN,2,,compound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Ralph K.,,,,,,,,conj,,1,,,,,,,,52,,,1,,
,,,,,Ralph K.,,,,,,PERSON,,,,,NON,,,1,,,,4,PROPN,1,,conj,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,1,,,Kenneth Starr,,,,,,,,compound,,2,,,,,,,,52,,,,,
,,,,1,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,PERSON,,,,,NON,,,,,,2,6,PROPN,4,,compound,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Ralph K.,1,,,1,,,,pobj,,1,,,,,,,,52,,,1,,
,,,,,U.S. Circuit Court of Appeals,,,,,,DATE,,,,,NON,,,,,,1,2,PROPN,1,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,Winter of the 2nd,,,,,,,,pobj,,0,,,,,,,,52,,,,,
,,,,1,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,DATE,,,,,NON,,,,,,2,5,PROPN,4,,attr,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,,,,,,,,Winter of the 2nd,1,,,1,,,,pobj,,0,,,,,,,,52,,,,,
,,,,,New York City,,,,,,ORG,,,,,NON,,,,,,1,3,PROPN,2,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,,,,U.S. Circuit Court of Appeals,1,,,1,,,,pobj,,0,,,,,,,,52,,,,,
,,,,,U.S. Circuit Court of Appeals,,,,,,PERSON,,,,,WRK,,,,,,,2,PROPN,0,,conj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Kenneth Starr,,,,,,,,pobj,,1,,,,,,,,52,,,,,
,,,,1,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,ORG,,,,,NON,,,,,,1,4,PROPN,3,,pobj,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,ORGORG,,,,,,,,,,,,,,,U.S. Circuit Court of Appeals,1,,,1,,,,pobj,,0,,,,,,,,52,,,,,
,,,,,U.S. Circuit Court of Appeals,,,,,,ORG,,,,,NON,,,,,,,4,PROPN,0,,pobj,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",1,,,,,,,ORG,,,,,,,,,,,ORGORG,,,,,,,,,,,,1,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,,,pobj,,3,,,,,,,,52,,,,,
,,,,,New York City,,,,,,PERSON,,,,,NON,,,,,,1,4,PROPN,2,,conj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,GPE,,,,,,,,,,,PERSONGPE,,,,,,,,,,,,,,,Kenneth Starr,1,,,1,,,,pobj,,1,,,,,,,,52,,,,,
,,,,,New York City,,,,,,ORG,,,,,NON,,,,,,1,6,PROPN,2,,pobj,,,,,,,,,,,,2,,,,1,1,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",1,,,,,,,GPE,,,,,,,,,,,ORGGPE,,,,,,,,,,,,1,,,the U.S. Circuit Court of Appeals for the District of Columbia,1,,,1,,,,pobj,,3,,,,,,,,52,,,,,
,,,,,the U.S. Circuit Court of Appeals for the District of Columbia,,,,,,PERSON,,,,,NON,,,,,,1,3,PROPN,2,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Also being considered are Judge Ralph K. Winter of the 2nd U.S. Circuit Court of Appeals in New York City and Judge Kenneth Starr of the U.S. Circuit Court of Appeals for the District of Columbia , said the source , who spoke on condition of anonymity .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,,,,,,,,Kenneth Starr,1,,,1,,,,pobj,,0,,,,,,,,52,,,,,
,,,,,University of Texas,,,,,,PERSON,,,,,WRK,,,,,,,3,PROPN,2,,nsubj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,Wright,,,,,,,,nmod,,0,,,,,,,1,56,1,,,,
,,,,,Nixon,,,,,1,PERSON,,,,,NON,,,,,,2,7,VERB,5,,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,,,,Wright,2,,,2,,,,poss,,1,,,1,,,,,56,,1,,,
,,,,,Wright,,,,,,PERSON,,,,,NON,,,,,,,7,VERB,1,,poss,,,,,,,,1,,,,1,,,,2,,,,1,,,,,,,,1,1,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",2,,,,,1,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,,,,,2,,,Nixon,,,,,,,,nsubj,,5,,,,,,,,56,,,,,
1,,,,,White House,,1,,,,PERSON,,,,,NON,,,1,,,,6,VERB,4,1,nsubj,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,,1,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,1,,,,,,,,,Wright,,,,,,,,compound,,1,,,1,,,,,56,,1,,,
,,,,,University of Texas,,,,,,PERSON,,,,,NON,,,,,,,9,VERB,3,,poss,,,,,,,,1,,,,1,,,,2,,,,1,,,,,,,,2,1,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",2,,,,,1,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,2,,,Nixon,,,,,,,,nmod,,5,,,,,,,1,56,1,,,,
,,,,,University of Texas,,,,,,DATE,,,,,NON,,,,,,,6,VERB,3,,pobj,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,1,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",1,,,,,1,,ORG,,,,,,,,,,,DATEORG,,,,,,,,1,,,,1,,,1973,,,,,,,,nmod,,2,,,,,,,1,56,1,,,,
,,,,,University of Texas,,,,,,DATE,,,,,NON,,,,,,,7,VERB,3,,conj,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,2,2,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",1,,,,,1,,ORG,,,,,,,,,,,DATEORG,,,,,,,,1,,,,1,,,1974,,,,,,,,nmod,,3,,,,,,,1,56,1,,,,
1,,,,,White House,,1,,,,ORG,,,,,NON,,,1,,,,8,VERB,4,1,nmod,,,,1,,,,,,,1,2,,,,,,,,,,,,,,,,1,,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,,1,,,,,ORG,,,,,,,,1,,,ORGORG,,,,,,1,,,,,,,,,University of Texas,,,,,,,,compound,,3,,,1,,,,,56,,1,,,
,,,,,University of Texas,1,,,,,ORG,,,,,NON,,,,,,,8,VERB,3,,compound,,,,,,,1,1,,1,,1,,,,,,,,,,1,,,,,,2,,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",,,,,,1,,ORG,,,,,,,,,,,ORGORG,,,,,1,,,1,,,,,,,White House,,,,,,,,nmod,,4,,,,,,,1,56,1,,1,,
1,,,,,White House,,1,,,,PERSON,,,,,NON,,,1,,,,10,VERB,4,1,poss,,,,,,,,1,,,,1,,,,2,,,,1,,,,,,,,1,1,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",2,,1,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,1,,,,,,2,,,Nixon,,,,,,,,compound,,5,,,,,,,,56,,1,,,
1,,,,,White House,,1,,,,DATE,,,,,NON,,,1,,,,7,VERB,4,1,pobj,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",1,,1,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,1,,,,,,1,,,1973,,,,,,,,compound,,2,,,,,,,,56,,1,,,
1,,,,,White House,,1,,,,DATE,,,,,NON,,,1,,,,8,VERB,4,1,conj,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,2,,"Wright , a University of Texas law professor , served as one of Nixon 's lawyers in 1973 and 1974 while the Watergate special prosecutor was trying to subpoena the White House tapes .",1,,1,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,1,,,,,,1,,,1974,,,,,,,,compound,,3,,,,,,,,56,,1,,,
,,,,,Yale University,,,,,,DATE,,,,,WRK,,,1,,,,3,NOUN,2,,nsubjpass,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,1,,,,,,,Winter,,,,,,,,compound,,0,,,,,,,,59,1,,,,
,,,,,Yale University,,,,,,DATE,,,,,NON,,,1,,,,4,NOUN,2,,appos,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,,,,,,,ORG,,,,,,,,,,,DATEORG,,,,,,,,1,,,,,,,53,,,,,,,,compound,,1,,,,,,,,59,1,,,,
,,,,,Yale University,,,,,,DATE,,,,,NON,,,1,,,,5,NOUN,1,,pobj,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",1,,,,,,,ORG,,,,,,,,,1,,DATEORG,,,,,,,,,,1,,1,,,1982,,,,,,,,compound,,3,,,,,,,,59,,,,,
,,,,,Yale University,,,,,,PERSON,,,,,NON,,,1,,,,4,NOUN,2,,conj,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,,,,,,,ORG,,,,,,,,,,,PERSONORG,,,,,,,,1,,,,,,,Starr,,,,,,,,compound,,1,,,,,,,,59,1,,,,
,,,,,Yale University,,,,,,PERSON,,,,,NON,,,1,,,,7,NOUN,2,,pobj,,,,1,,,,,,,,2,,,,1,1,,,,,,,,,,,1,,,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",1,,,,,,,ORG,,,,,,,,1,,,PERSONORG,,,,,,,,1,,,,1,,,Reagan,,,,,,,,compound,,4,,,,,,,,59,1,,,,
,,,,,Reagan,,,,,,PERSON,,,,,NON,,,,,,1,4,PROPN,3,,conj,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"Winter , 53 , a former Yale University law professor who took the bench in 1982 , and Starr , a fellow appointee of President Reagan , are both known as judicial conservatives .",,,,,,,,PERSON,,,,,,,,,,,PERSONPERSON,,,,,,,,1,,,,,,,Starr,1,,,1,,,,pobj,,0,,,,,,,,59,1,,,,
